impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-176509,A724455,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724455,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gia,Dog,1 YEAR,Female,Great Dane / Catahoula Leopard Hound,Brn Merle / White,"Feb 22, 2025",Received on,24600 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724455,Image Copyright HLP Inc. 2025,"Received on: 2025-02-22<p/> Found Near: 24600 block of  64TH AVE S<p/> Description: Brn Merle / White Female Great Dane / Catahoula Leopard Hound Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176154,A691606,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A691606,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Coco,Dog,3 YEARS 1 MONTH,Neutered Male,Siberian Husky,Black / White,"Feb 08, 2025",Received on,5700 block of  S 152ND ST,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A691606,Image Copyright HLP Inc. 2025,"Received on: 2025-02-08<p/> Found Near: 5700 block of  S 152ND ST<p/> Description: Black / White Neutered Male Siberian Husky Dog<p/> Age: 3 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176207,A723967,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2905823,In Public Home,Winston,Dog,Unknown<p/>,Unknown,Australian Shepherd,Unknown,"Feb 10, 2025",Date Found,Tahoma  Military Cemetery,,,,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2905823,Image Copyright HLP Inc. 2025,"<p/>Age: Unknown<p/>Found Near: Military & 140th, Snoqualmie Pass WA  98068<p/>Found Date: 2025-02-10<p/>",
K25-176694,A724790,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724790,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cosmos,Cat,1 YEAR,Male,Domestic Mediumhair,Gray / White,"Mar 01, 2025",Received on,"4800 block of  S 124TH ST, TUKWILA WA 98178",TUKWILA 98178,,3453,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724790,Image Copyright HLP Inc. 2025,"Received on: 2025-03-01<p/> Found Near: 4800 block of  S 124TH ST, TUKWILA WA 98178 <p/> Description: Gray / White Male Domestic Mediumhair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176671,A724760,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,,Cat,4 WEEKS,Female,Domestic Shorthair,Brn Tabby / White,"Feb 28, 2025",Received on,3500 block of  S 188TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724760,Image Copyright HLP Inc. 2025,Received on: 2025-02-28<p/> Found Near: 3500 block of  S 188TH ST<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K24-172750,A704556,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Spatlo,Cat,1 YEAR 1 MONTH,Neutered Male,Domestic Shorthair,Black / White,"Oct 10, 2024",Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A704556,Image Copyright HLP Inc. 2025,"Received on: 2024-10-10<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 1 MONTH<p/> Adoption Fee: $30<p/> Current Location: In RASKC Foster Home <p/>Hello there, My name is Spatlo and I'm currently in a Foster home.<p/><p/>If you're looking for a little bit of information about me, this is what my foster parents have to say:<p/><p/>WEB MEMO:<p/><p/>Hi, my name is Spatlo!<p/>I was living at a foster home with my sister Torta since we were both scared of humans, but we eventually learned how nice humans can be! <p/>Both me and my sibling are high energy kitties who love chasing each other and playing with toys (especially wands!). We are also highly food motivated and have been caught multiple times biting through food bags! At our foster home we did a good job of coexisting with the senior cats, outside of stealing their food at times!<p/><p/>Of the two of us, I`m shyer and more sensitive. I may back away if directly petted, but you can often find me snuggling with your leg when you aren`t looking! And oftentimes when faced with a new situation, I wait for my sister to show it`s okay before I join in too. I can be very affectionate when it`s on my own terms, and I like to meow when I want attention. I also have an inquisitive curiosity as I love to find tiny bugs to watch! When our foster dad was using his standing desk, we would often grab onto his leg as we wanted him to sit down with us! I`m also known to give love-bites and play a bit rough with hands, but I mean well and will stop if you give me a lil `owie!`<p/>.<p/>We would probably like a quieter home as we still are shy around most people and new situations. I would like to be adopted with my sister Torta so we can continue to play and snuggle together!<p/><p/>Hi, my name is Spatlo!<p/>I was living at a foster home with my sister Torta since we were both scared of humans, but we eventually learned how nice humans can be! <p/>Both me and my sibling are high energy kitties who love chasing each other and playing with toys (especially wands!). We are also highly food motivated and have been caught multiple times biting through food bags! At our foster home we did a good job of coexisting with the senior cats, outside of stealing their food at times!<p/>",
K25-176314,A724100,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A724100,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ford,Dog,2 YEARS,Neutered Male,German Shepherd / Akita,Black / White,"Feb 13, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724100,Image Copyright HLP Inc. 2025,"Received on: 2025-02-13<p/> Description: Black / White<p/>  Neutered Male German Shepherd / Akita Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Ford and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on February 13, 2025.<p/><p/>I am can be an affectionate dog who would be thrilled to hang out with you at home!<p/><p/>I also at times am an independent dog who likes to do my own thing!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>I would do best in a home without children.<p/><p/>I have been known to resource guard, meaning that I am displaying behavior that is intended to convince other dogs or humans to stay away from a particular treasure or ""resource."" The resource that I tend to guard is food and treats. If you take me home you will benefit from in home guidance to help to manage and improve this behavior.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I'm a Playgroup Pal! Ask the staff today about my interactions with other dogs at the shelter in our Playgroups.<p/><p/>",
K25-175995,A723483,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2902418,LOST,Fluffington,Cat,Over 1 year<p/>,Female,Domestic Longhair,Unknown,"Feb 01, 2025",Date Lost,121st  Ave SE & SE 63rd Pl,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2902418,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 121st Ave SE and SE 63rd Pl, Bellevue WA  98006<p/>Lost Date: 2025-02-01<p/>",
K25-176143,A723855,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2905019,LOST,Naksu,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Feb 07, 2025",Date Lost,SPRINGTREE  CONDOMINIUM RENTON,98059 NEAR NEAR NE 14TH PL RENTON 9,WA,8059,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2905019,Image Copyright HLP Inc. 2025,"Description:  He is male and gray tabby cat, no microchip, no collar. He has a a little but of white hair on the neck. He is very affectionate and friendly. He likes to be pet on the neck. <p/>Age: Over 1 year<p/>Location Lost: Springtree Condominium Renton, WA 98059 near Near NE 14th Pl Renton, WA 98059., Renton WA  98059<p/>Lost Date: Feb  7 202<p/>",
K25-176173,A723892,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2905430,LOST,Nelson,Dog,Over 1 year<p/>,Male,Bloodhound,Brown,"Feb 09, 2025",Date Lost,Bear  Creek Rd NE & NE 133rd St,King County,,98077,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2905430,Image Copyright HLP Inc. 2025,"Description: He is liver colored and has some Rand and white on his chest. Honey colored eyes. Fixed Male<p/>Age: Over 1 year<p/>Location Lost: Bear creek Road and NE 133rd Street, Woodinville WA  98077<p/>Lost Date: 2025-02-09<p/>",
K25-176333,A724135,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2907254,LOST,Anya,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Brown,"Feb 13, 2025",Date Lost,300 block of  S TILLICUM ST,Renton,,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2907254,Image Copyright HLP Inc. 2025,"Description: Her name 'Anya' but also responds to 'Onion'. She is a short haired brown tabby with some white. The color of the fur on all four paws are 'white' and the color of her actual paw is 'pink'. She also has a scratch right above her nose that is half a centimeter long. She is a medium size cat approximately 12 or 13lbs. She looks like she has short stubby legs from a far. She is wearing a 'black' colored collar with a 'white cat' and a 'tan' colored RFID tag that is for her feeder. If you call out for 'treats' or shake a container with food in it, she will come running towards you. <p/> <p/>Last seen in Renton, WA <p/>Age: Over 1 year<p/>Location Lost: 311 S Tillicum St, Renton WA  98057<p/>Lost Date: 2025-02-13<p/>",
K25-176523,A724476,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2910006,LOST,Vixen,Dog,Over 1 year<p/>,Female,American Pit Bull Terrier,Unknown,"Feb 22, 2025",Date Lost,4700 block of  UNIVERSITY WAY NE,Seattle,,98105,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2910006,Image Copyright HLP Inc. 2025,"Description: Brindle Pitt Bull German Shepherd Mix. Was wearing a pink harness.<p/>Age: Over 1 year<p/>Location Lost: 4730 University Way NE, Apt 301, Seattle WA  98105<p/>Lost Date: 2025-02-22<p/>",
K25-176301,A682991,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A682991,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Cocoa,Dog,5 YEARS -1 MONTHS,Spayed Female,Pit Bull,Br Brindle / White,"Feb 13, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A682991,Image Copyright HLP Inc. 2025,"Received on: 2025-02-13<p/> Description: Br Brindle / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 5 YEARS -1 MONTHS<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Coco and I am available for adoption.<p/><p/>I was brought in by my previous owner on February 13, 2025 because they were moving. I lived in a home with another pitbull. My previous owner described me as friendly.<p/><p/>I weigh 72 lbs and am considered a large breed dog.  I could stand to lose some weight.<p/><p/>I am a very smart dog! Right now, I'm a pro at sitting (but I like to see a treat in your hand first.)<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! But, I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>The person that found me said I got along great with their dog. But I did not get along with the smaller dog I met with. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be! I like to jump so I would do best in a home with older or no children.<p/>",RED
K25-176084,A723728,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2903806,In Public Home,,Dog,Under 1 year<p/>,Female,Great Dane,Black,"Feb 04, 2025",Date Found,252ND  AND PACIFIC COAST HIGHWAY IN KENT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2903806,Image Copyright HLP Inc. 2025,"Description: Black and white speckled Great Dane/Pit mix. I took her to a vet to look for a chip, but she doesn't have one. The vet says she's somewhere around 10-12 weeks old. No collar, but she's obviously well cared for, clean and her nails are recently trimmed.<p/>Age: Under 1 year<p/>Found Near: 252nd and Pacific Coast Highway in Kent, Kent WA  98032<p/>Found Date: 2025-02-04<p/>",
K25-176691,A724780,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A724780,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gretchen,Dog,6 YEARS,Spayed Female,Norwegian Elkhound,Gray / Black,"Feb 28, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724780,Image Copyright HLP Inc. 2025,"Received on: 2025-02-28<p/> Description: Gray / Black<p/>  Spayed Female Norwegian Elkhound Dog<p/> Age: 6 YEARS<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K25-176570,A724568,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2910622,LOST,Dexter,Dog,Over 1 year<p/>,Male,Alaskan Husky,Black,"Feb 10, 2025",Date Lost,216TH  ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2910622,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 216th ST, Kent WA  98031<p/>Lost Date: 2025-02-10<p/>",
K25-176384,A724221,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A724221,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Hiss,Barn Cat,9 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,"Feb 17, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724221,Image Copyright HLP Inc. 2025,"Received on: 2025-02-17<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Barn Cat<p/> Age: 9 YEARS<p/> Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Hiss and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space. <p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",
K25-176391,A724246,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2908223,In Public Home,,Dog,Under 1 year<p/>,Male,Pit Bull,Unknown,"Feb 17, 2025",Date Found,7000 block of  S 120TH PL,,,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2908223,Image Copyright HLP Inc. 2025,Description: Tan and ehite<p/>Age: Under 1 year<p/>Found Near: 7000 block of  S 120TH PL<p/>Found Date: 2025-02-17<p/>,
K25-176645,A724705,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724705,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Ava Gene,Dog,7 YEARS,Spayed Female,Yorkshire Terrier,Tan / Silver,"Feb 27, 2025",Received on,27400 block of  68TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724705,Image Copyright HLP Inc. 2025,"Received on: 2025-02-27<p/> Found Near: 27400 block of  68TH AVE S<p/> Description: Tan / Silver Spayed Female Yorkshire Terrier Dog<p/> Age: 7 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176497,A724435,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A724435,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mak,Rabbit Sh,NO AGE,Unknown,Rabbit Sh,White,"Feb 21, 2025",Received on,6400 block of  S 112TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A724435,Image Copyright HLP Inc. 2025,"Received on: 2025-02-21<p/> Found Near: 6400 block of  S 112TH ST<p/> Description: White Unknown Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-176607,A724626,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2911030,LOST,Fikir,Dog,Over 1 year<p/>,Male,Havanese,White,"Feb 24, 2025",Date Lost,17500 block of  SE 188TH PL,,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2911030,Image Copyright HLP Inc. 2025,"Description: Fikir is a small furry white dog. He has a few brown spots that are fading. The fur on his ears are light brown. He has a tear stain on his eye. His collar is black with a treat shaped tag that says “FIKIR” and has our phone number on the back.<p/>Age: Over 1 year<p/>Location Lost: 17563 SE 188th Pl, Renton WA  98058<p/>Lost Date: 2025-02-24<p/>",
